ВРЕМЯ,СУММА,КАТЕГОРИЯ
2017-12-31 17:46:00,-731.0,Еда
2017-12-31 17:46:00,-219.0,Еда
2017-12-31 17:46:00,-281.0,Комплектующие
2018-01-01 19:26:00,-5090.0,Развлечения
2018-01-01 19:26:00,-1376.0,Еда
2018-01-02 15:09:00,-365.0,Транспорт
2018-01-04 12:01:00,-11012.0,Комплектующие
2018-01-04 14:25:00,-900.0,Дом
2018-01-04 14:25:00,-2885.0,Обучение
2018-01-04 17:47:00,-1162.0,Еда
2018-01-05 18:41:00,-9999.0,Одежда и обувь
2018-01-05 20:23:00,-7250.0,Дом
2018-01-07 00:35:00,-736.0,Комплектующие
2018-01-07 22:48:00,-2712.0,Еда
2018-01-08 22:44:00,-1465.0,Еда
2018-01-09 22:55:00,-755.0,Еда
2018-01-10 13:48:00,-3700.0,Комплектующие
2018-01-10 15:37:00,-1000.0,Интернет и телефон
2018-01-10 17:33:00,-13830.0,Комплектующие
2018-01-10 22:31:00,-1765.0,Транспорт
2018-01-11 17:04:00,-285.0,Еда
2018-01-11 17:04:00,-900.0,Развлечения
2018-01-11 17:04:00,-1585.0,Еда
2018-01-12 14:46:00,17500.0,Доходы
2018-01-13 10:50:00,-592.0,Еда
2018-01-13 11:14:00,-937.0,Еда
2018-01-13 14:35:00,-395.0,Транспорт
2018-01-13 15:52:00,-7435.0,Дом
2018-01-13 16:08:00,-401.0,Транспорт
2018-01-14 15:17:00,-35000.0,Дом
2018-01-14 15:17:00,-2800.0,Дом
2018-01-15 00:44:00,-1400.0,Дом
2018-01-15 00:44:00,-1400.0,Комплектующие
2018-01-15 15:23:00,-2830.0,Еда
2018-01-16 00:44:00,-8760.0,Дом
2018-01-17 13:44:00,-1200.0,Дом
2018-01-17 13:44:00,-2500.0,Спорт
2018-01-17 18:05:00,-516.0,Еда
2018-01-18 17:36:00,295.0,Доходы
2018-01-18 17:36:00,2219.0,Доходы
2018-01-18 20:01:00,-350.0,Еда
2018-01-19 18:39:00,-1423.0,Еда
2018-01-21 21:04:00,-2369.0,Еда
2018-01-22 17:24:00,-320.0,Транспорт
2018-01-22 17:24:00,-310.0,Транспорт
2018-01-22 17:24:00,-1000.0,Спорт
2018-01-23 18:58:00,1490.0,Доходы
2018-01-23 18:58:00,370.0,Доходы
2018-01-24 14:47:00,-963.0,Комплектующие
2018-01-24 19:42:00,-2135.0,Еда
2018-01-25 10:33:00,10000.0,Доходы
2018-01-25 15:56:00,-320.0,Транспорт
2018-01-25 15:56:00,-312.0,Транспорт
2018-01-25 15:56:00,-400.0,Спорт
2018-01-25 15:56:00,12750.0,Доходы
2018-01-26 19:10:00,-578.0,Еда
2018-01-26 21:00:00,-22500.0,Спорт
2018-01-26 21:55:00,-1700.0,Обучение
2018-01-27 02:11:00,-5000.0,Спорт
2018-01-27 02:11:00,-3000.0,Красота и здоровье
2018-01-27 16:42:00,-579.0,Путешествия
2018-01-27 18:01:00,-99.0,Транспорт
2018-01-27 18:01:00,-853.0,Транспорт
2018-01-28 13:50:00,-1980.0,Еда
2018-01-28 18:01:00,-760.0,Путешествия
2018-01-28 18:01:00,-956.0,Путешествия
2018-01-28 20:22:00,-750.0,Спорт
2018-01-29 09:18:00,-976.0,Путешествия
2018-01-29 09:18:00,-1215.0,Путешествия
2018-01-29 09:18:00,-423.0,Путешествия
2018-01-30 09:40:00,-760.0,Путешествия
2018-01-30 16:24:00,-1000.0,Путешествия
2018-01-30 16:43:00,-770.0,Путешествия
2018-01-31 11:21:00,-760.0,Путешествия
2018-01-31 11:21:00,-500.0,Путешествия
2018-01-31 15:40:00,-592.0,Путешествия
2018-01-31 15:40:00,-400.0,Путешествия
2018-01-31 15:40:00,-200.0,Путешествия
2018-01-31 15:40:00,-350.0,Путешествия
2018-02-01 10:28:00,-760.0,Путешествия
2018-02-01 19:24:00,-960.0,Путешествия
2018-02-01 19:24:00,-864.0,Путешествия
2018-02-02 18:19:00,3173.0,Доходы
2018-02-02 19:29:00,-860.0,Путешествия
2018-02-02 19:29:00,-500.0,Путешествия
2018-02-02 21:47:00,-798.0,Путешествия
2018-02-03 02:03:00,-837.0,Путешествия
2018-02-03 23:51:00,-1340.0,Еда
2018-02-04 15:12:00,-2800.0,Обучение
2018-02-04 15:12:00,-5370.0,Красота и здоровье
2018-02-04 15:12:00,-464.0,Еда
2018-02-04 23:40:00,-1583.0,Еда
2018-02-07 19:39:00,-390.0,Еда
2018-02-07 20:50:00,-170.0,Еда
2018-02-07 21:06:00,-3100.0,Еда
2018-02-08 10:52:00,733.0,Доходы
2018-02-08 23:47:00,-500.0,Еда
2018-02-08 23:47:00,-1741.0,Компьютер и программы
2018-02-09 14:11:00,-1720.0,Компьютер и программы
2018-02-09 20:33:00,20324.0,Доходы
2018-02-09 20:33:00,559.0,Доходы
2018-02-09 20:33:00,70250.0,Доходы
2018-02-09 20:33:00,1986.0,Доходы
2018-02-11 09:43:00,-280.0,Комплектующие
2018-02-11 14:22:00,-670.0,Дом
2018-02-11 14:22:00,-575.0,Дом
2018-02-11 14:34:00,-2153.0,Дом
2018-02-12 17:13:00,-349.0,Транспорт
2018-02-12 17:13:00,-330.0,Транспорт
2018-02-12 17:13:00,-700.0,Спорт
2018-02-12 17:54:00,-1131.0,Комплектующие
2018-02-12 17:54:00,-632.0,Еда
2018-02-12 21:43:00,-2000.0,Еда
2018-02-12 22:06:00,-1311.0,Еда
2018-02-13 19:50:00,-1765.0,Транспорт
2018-02-13 21:43:00,-35000.0,Дом
2018-02-13 21:43:00,-4540.0,Дом
2018-02-14 22:54:00,-13632.0,Спорт
2018-02-14 22:54:00,-255.0,Еда
2018-02-14 22:54:00,-2895.0,Еда
2018-02-14 22:54:00,-592.0,Еда
2018-02-15 10:15:00,-1670.0,Комплектующие
2018-02-15 15:55:00,-492.0,Еда
2018-02-15 15:55:00,-9500.0,Спорт
2018-02-15 20:22:00,17500.0,Доходы
2018-02-16 13:53:00,-355.0,Транспорт
2018-02-16 17:40:00,-1000.0,Спорт
2018-02-16 21:58:00,-510.0,Транспорт
2018-02-16 22:42:00,-1270.0,Еда
2018-02-16 22:42:00,-750.0,Еда
2018-02-17 22:02:00,282.0,Доходы
2018-02-18 16:42:00,841.0,Доходы
2018-02-19 10:23:00,-1000.0,Интернет и телефон
2018-02-19 15:51:00,-1500.0,Еда
2018-02-19 15:51:00,-1078.0,Еда
2018-02-20 16:37:00,2960.0,Доходы
2018-02-21 12:42:00,740.0,Доходы
2018-02-21 20:34:00,-551.0,Красота и здоровье
2018-02-21 21:07:00,-670.0,Еда
2018-02-21 21:07:00,13695.0,Доходы
2018-02-22 12:16:00,10000.0,Доходы
2018-02-23 22:51:00,-79.0,Еда
2018-02-23 22:51:00,-3786.0,Еда
2018-02-23 22:51:00,-1383.0,Еда
2018-02-25 12:43:00,-100.0,Компьютер и программы
2018-02-25 12:43:00,-149.0,Компьютер и программы
2018-02-25 14:00:00,1700.0,Доходы
2018-02-25 14:00:00,119.0,Доходы
2018-02-25 14:20:00,-1500.0,Одежда и обувь
2018-02-25 14:20:00,-200.0,Обучение
2018-02-25 15:08:00,-1061.0,Обучение
2018-02-25 15:21:00,-285.0,Еда
2018-02-25 15:21:00,-70.0,Еда
2018-02-26 00:01:00,-130.0,Компьютер и программы
2018-02-26 17:08:00,-307.0,Транспорт
2018-02-26 17:08:00,-340.0,Транспорт
2018-02-26 17:08:00,-2000.0,Спорт
2018-02-27 00:01:00,-23300.0,Спорт
2018-02-27 23:04:00,-3100.0,Еда
2018-02-27 23:04:00,-1000.0,Подарки
2018-03-01 21:07:00,-7900.0,Спорт
2018-03-01 21:07:00,-515.0,Еда
2018-03-02 16:01:00,-326.0,Транспорт
2018-03-02 16:01:00,-372.0,Транспорт
2018-03-02 16:22:00,-2703.0,Еда
2018-03-04 16:22:00,-2660.0,Еда
2018-03-05 17:06:00,-900.0,Подарки
2018-03-05 20:52:00,-1500.0,Подарки
2018-03-05 20:52:00,-830.0,Подарки
2018-03-05 20:52:00,-1150.0,Подарки
2018-03-05 20:52:00,-450.0,Еда
2018-03-05 20:52:00,23173.0,Доходы
2018-03-06 13:27:00,-260.0,Еда
2018-03-06 13:27:00,-1000.0,Подарки
2018-03-07 09:23:00,-378.0,Транспорт
2018-03-07 09:23:00,-489.0,Транспорт
2018-03-07 09:23:00,-1000.0,Спорт
2018-03-07 09:49:00,-1600.0,Еда
2018-03-08 09:23:00,3018.0,Доходы
2018-03-08 09:23:00,65739.0,Доходы
2018-03-08 10:30:00,-4000.0,Еда
2018-03-08 13:01:00,-350.0,Транспорт
2018-03-08 14:33:00,-500.0,Транспорт
2018-03-08 14:33:00,-5000.0,Спорт
2018-03-08 14:33:00,-5000.0,Подарки
2018-03-08 14:59:00,-518.0,Еда
2018-03-08 14:59:00,-185.0,Еда
2018-03-08 16:15:00,-1340.0,Хобби
2018-03-09 16:20:00,-302.0,Транспорт
2018-03-09 16:20:00,-307.0,Транспорт
2018-03-09 16:20:00,-500.0,Спорт
2018-03-10 22:02:00,-620.0,Транспорт
2018-03-10 22:02:00,-300.0,Еда
2018-03-10 22:02:00,-1320.0,Развлечения
2018-03-10 22:02:00,-2300.0,Подарки
2018-03-12 17:25:00,8000.0,Доходы
2018-03-12 17:55:00,-330.0,Транспорт
2018-03-12 17:55:00,-320.0,Транспорт
2018-03-13 00:20:00,17500.0,Доходы
2018-03-13 21:56:00,-35000.0,Дом
2018-03-14 11:59:00,-5390.0,Дом
2018-03-16 00:00:00,-5450.0,Еда
2018-03-16 00:00:00,-2660.0,Дом
2018-03-16 12:23:00,-50.0,Еда
2018-03-16 14:32:00,-6000.0,Путешествия
2018-03-16 21:06:00,-1765.0,Транспорт
2018-03-17 15:23:00,-250.0,Еда
2018-03-18 17:13:00,275.0,Доходы
2018-03-18 17:13:00,428.0,Доходы
2018-03-18 17:13:00,-504.0,Еда
2018-03-18 23:26:00,-290.0,Хобби
2018-03-20 16:37:00,-300.0,Еда
2018-03-21 16:22:00,-606.0,Транспорт
2018-03-22 15:38:00,-360.0,Еда
2018-03-22 16:43:00,590.0,Доходы
2018-03-23 13:22:00,29000.0,Доходы
2018-03-23 15:38:00,-1908.0,Еда
2018-03-23 15:53:00,10000.0,Доходы
2018-03-25 13:49:00,-500.0,Интернет и телефон
2018-03-25 17:33:00,2149.0,Доходы
2018-03-26 11:21:00,15000.0,Доходы
2018-03-27 13:48:00,-1800.0,Автомобиль
2018-03-27 13:48:00,-600.0,Еда
2018-03-28 00:01:00,-874.0,Компьютер и программы
2018-03-29 13:48:00,-300.0,Спорт
2018-03-29 14:21:00,-1000.0,Хобби
2018-03-29 16:54:00,-179.0,Еда
2018-03-29 16:54:00,-384.0,Еда
2018-03-30 09:33:00,300.0,Доходы
2018-03-30 19:42:00,-5000.0,Подарки
2018-04-01 15:08:00,-700.0,Обучение
2018-04-01 15:08:00,-4345.0,Еда
2018-04-02 17:04:00,-1720.0,Еда
2018-04-04 12:19:00,53831.0,Доходы
2018-04-04 21:04:00,-1450.0,Еда
2018-04-05 18:32:00,3100.0,Доходы
2018-04-06 14:39:00,39391.0,Доходы
2018-04-06 22:48:00,-490.0,Еда
2018-04-06 22:48:00,-550.0,Еда
2018-04-07 22:26:00,-3084.0,Еда
2018-04-08 18:58:00,-20000.0,Комплектующие
2018-04-08 21:02:00,-700.0,Обучение
2018-04-08 21:02:00,-500.0,Дом
2018-04-09 15:26:00,-285.0,Еда
2018-04-09 23:47:00,-43000.0,Компьютер и программы
2018-04-10 00:13:00,-643.0,Компьютер и программы
2018-04-10 13:59:00,72000.0,Доходы
2018-04-12 18:49:00,17500.0,Доходы
2018-04-13 15:01:00,-490.0,Еда
2018-04-13 15:01:00,-159.0,Еда
2018-04-13 20:00:00,-1000.0,Хобби
2018-04-13 20:00:00,-6300.0,Спорт
2018-04-13 22:23:00,-1900.0,Еда
2018-04-13 22:23:00,-35000.0,Дом
2018-04-13 22:23:00,-5300.0,Дом
2018-04-16 12:00:00,-758.0,Транспорт
2018-04-16 12:00:00,-1400.0,Подарки
2018-04-16 15:55:00,-700.0,Транспорт
2018-04-17 16:15:00,-520.0,Еда
2018-04-17 16:15:00,-159.0,Еда
2018-04-17 17:00:00,-176.0,Хобби
2018-04-17 17:56:00,-62140.0,Компьютер и программы
2018-04-17 18:10:00,-250.0,Хобби
2018-04-17 20:45:00,-750.0,Еда
2018-04-17 20:45:00,-2115.0,Еда
2018-04-18 15:43:00,-1760.0,Транспорт
2018-04-18 17:09:00,-360.0,Еда
2018-04-18 20:42:00,345.0,Доходы
2018-04-18 20:42:00,-750.0,Еда
2018-04-18 21:06:00,-20000.0,Подарки
2018-04-19 14:25:00,-210.0,Еда
2018-04-19 14:25:00,-1000.0,Еда
2018-04-20 17:19:00,630.0,Доходы
2018-04-20 17:40:00,-1500.0,Подарки
2018-04-20 21:33:00,-270.0,Транспорт
2018-04-20 21:33:00,-270.0,Транспорт
2018-04-20 23:47:00,-900.0,Хобби
2018-04-21 12:36:00,-1300.0,Комплектующие
2018-04-21 12:36:00,-400.0,Еда
2018-04-21 14:28:00,-206.0,Хобби
2018-04-21 17:13:00,-450.0,Хобби
2018-04-22 13:05:00,-100.0,Транспорт
2018-04-23 15:27:00,-500.0,Развлечения
2018-04-23 17:24:00,2530.0,Доходы
2018-04-23 19:37:00,-750.0,Еда
2018-04-24 17:20:00,10000.0,Доходы
2018-04-24 18:32:00,-1200.0,Хобби
2018-04-24 22:29:00,-2060.0,Еда
2018-04-24 22:29:00,-735.0,Еда
2018-04-25 16:55:00,-1000.0,Интернет и телефон
2018-04-25 17:46:00,-210.0,Еда
2018-04-25 18:50:00,-2239.0,Еда
2018-04-26 17:33:00,1500.0,Доходы
2018-04-26 17:33:00,-1500.0,Обучение
2018-04-27 18:25:00,-2811.0,Дом
2018-04-27 22:22:00,-724.0,Компьютер и программы
2018-04-28 13:50:00,-1000.0,Интернет и телефон
2018-04-29 14:50:00,-2527.0,Еда
2018-04-30 22:11:00,-2615.0,Еда
2018-04-30 22:11:00,-200.0,Еда
2018-05-01 13:24:00,1200.0,Доходы
2018-05-01 21:53:00,-1600.0,Дом
2018-05-01 21:53:00,-2000.0,Еда
2018-05-01 21:53:00,-1200.0,Дом
2018-05-03 15:34:00,-1086.0,Хобби
2018-05-03 16:35:00,-374.0,Еда
2018-05-07 18:04:00,-2532.0,Еда
2018-05-08 09:22:00,118825.0,Доходы
2018-05-08 09:22:00,3100.0,Доходы
2018-05-08 09:22:00,10137.0,Доходы
2018-05-08 09:40:00,43500.0,Доходы
2018-05-09 19:27:00,-400.0,Интернет и телефон
2018-05-10 14:57:00,-1161.0,Интернет и телефон
2018-05-11 09:33:00,17500.0,Доходы
2018-05-11 09:33:00,28475.0,Доходы
2018-05-12 15:40:00,-13100.0,Дом
2018-05-12 17:52:00,-4000.0,Еда
2018-05-12 17:52:00,-2700.0,Дом
2018-05-13 10:47:00,-35000.0,Дом
2018-05-13 10:47:00,-5610.0,Дом
2018-05-13 14:44:00,-1570.0,Еда
2018-05-15 20:45:00,-2400.0,Подарки
2018-05-17 11:32:00,-1765.0,Транспорт
2018-05-17 19:22:00,-34329.0,Путешествия
2018-05-17 20:48:00,-1000.0,Хобби
2018-05-18 16:34:00,-116.0,Транспорт
2018-05-18 16:34:00,-560.0,Еда
2018-05-19 21:27:00,-1700.0,Еда
2018-05-19 21:27:00,-700.0,Хобби
2018-05-20 22:24:00,-2260.0,Еда
2018-05-21 14:33:00,-200.0,Путешествия
2018-05-21 14:33:00,-3621.0,Путешествия
2018-05-21 15:44:00,-629.0,Еда
2018-05-22 20:52:00,520.0,Доходы
2018-05-22 20:52:00,2090.0,Доходы
2018-05-23 15:07:00,-3621.0,Путешествия
2018-05-23 15:07:00,-200.0,Путешествия
2018-05-23 15:07:00,-700.0,Путешествия
2018-05-23 15:07:00,16500.0,Доходы
2018-05-23 21:23:00,-840.0,Еда
2018-05-23 21:23:00,-800.0,Обучение
2018-05-24 12:22:00,10000.0,Доходы
2018-05-24 12:22:00,1500.0,Доходы
2018-05-24 16:47:00,-1523.0,Еда
2018-05-24 16:47:00,-750.0,Еда
2018-05-25 09:57:00,-151.0,Транспорт
2018-05-25 17:30:00,-635.0,Еда
2018-05-25 17:30:00,-8500.0,Путешествия
2018-05-25 20:02:00,-500.0,Еда
2018-05-25 20:02:00,-800.0,Красота и здоровье
2018-05-25 20:02:00,-1500.0,Одежда и обувь
2018-05-26 14:18:00,-2234.0,Дом
2018-05-26 15:07:00,-2800.0,Еда
2018-05-27 14:45:00,-170.0,Еда
2018-05-27 14:45:00,-18250.0,Подарки
2018-05-27 16:15:00,-500.0,Хобби
2018-05-29 21:49:00,-500.0,Еда
2018-05-30 16:14:00,-500.0,Путешествия
2018-05-30 20:32:00,-5000.0,Одежда и обувь
2018-05-30 20:32:00,-2334.0,Еда
2018-06-01 22:21:00,-2300.0,Еда
2018-06-02 18:45:00,-1700.0,Хобби
2018-06-03 22:56:00,-555.0,Еда
2018-06-05 23:26:00,23000.0,Доходы
2018-06-06 14:54:00,-556.0,Еда
2018-06-06 17:04:00,-400.0,Развлечения
2018-06-06 17:14:00,-1765.0,Транспорт
2018-06-06 19:54:00,-1446.0,Еда
2018-06-06 21:41:00,42553.0,Доходы
2018-06-07 12:39:00,627.0,Доходы
2018-06-07 14:23:00,18270.0,Доходы
2018-06-08 12:34:00,-81.0,Красота и здоровье
2018-06-09 15:32:00,-700.0,Еда
2018-06-09 15:32:00,28914.0,Доходы
2018-06-09 17:52:00,-10702.0,Компьютер и программы
2018-06-09 18:21:00,-1400.0,Одежда и обувь
2018-06-09 18:21:00,-2680.0,Одежда и обувь
2018-06-09 20:30:00,-700.0,Еда
2018-06-10 17:27:00,-1070.0,Хобби
2018-06-10 17:50:00,-1600.0,Подарки
2018-06-10 17:50:00,-650.0,Хобби
2018-06-10 19:21:00,-3000.0,Одежда и обувь
2018-06-10 19:59:00,1019.0,Доходы
2018-06-10 20:33:00,-483.0,Хобби
2018-06-12 20:38:00,-530.0,Еда
2018-06-12 21:00:00,-1600.0,Еда
2018-06-13 10:35:00,-2900.0,Одежда и обувь
2018-06-13 12:26:00,-35000.0,Дом
2018-06-13 12:26:00,-6220.0,Дом
2018-06-14 12:49:00,17500.0,Доходы
2018-06-14 22:14:00,-2224.0,Еда
2018-06-15 21:25:00,-700.0,Еда
2018-06-16 16:05:00,-635.0,Еда
2018-06-16 19:54:00,-6890.0,Хобби
2018-06-17 12:13:00,-1200.0,Красота и здоровье
2018-06-17 12:13:00,-800.0,Еда
2018-06-17 12:13:00,-4500.0,Хобби
2018-06-18 15:34:00,255.0,Доходы
2018-06-18 15:34:00,966.0,Доходы
2018-06-19 09:26:00,12150.0,Доходы
2018-06-21 22:58:00,1391.0,Доходы
2018-06-22 19:48:00,19753.0,Доходы
2018-06-22 19:48:00,2620.0,Доходы
2018-06-22 19:48:00,90753.0,Доходы
2018-06-23 00:00:00,-37400.0,Путешествия
2018-06-24 23:36:00,-649.0,Путешествия
2018-06-24 23:36:00,-1555.0,Еда
2018-06-24 23:36:00,-1041.0,Еда
2018-06-25 12:16:00,11573.0,Доходы
2018-06-25 20:27:00,12540.0,Доходы
2018-06-26 12:11:00,-600.0,Одежда и обувь
2018-06-26 20:39:00,-1000.0,Еда
2018-06-28 15:08:00,-244.0,Транспорт
2018-06-28 19:51:00,-551.0,Еда
2018-06-28 19:51:00,-700.0,Еда
2018-06-29 13:55:00,-288.0,Еда
2018-07-01 22:36:00,-4690.0,Еда
2018-07-02 14:02:00,-5000.0,Подарки
2018-07-02 19:05:00,-740.0,Еда
2018-07-02 19:05:00,-2346.0,Обучение
2018-07-02 19:05:00,-250.0,Еда
2018-07-03 18:14:00,-695.0,Еда
2018-07-03 19:01:00,-500.0,Хобби
2018-07-04 18:06:00,-530.0,Хобби
2018-07-04 18:06:00,-1670.0,Дом
2018-07-05 14:12:00,-1000.0,Интернет и телефон
2018-07-05 15:03:00,7000.0,Доходы
2018-07-05 16:22:00,23173.0,Доходы
2018-07-05 17:20:00,-439.0,Еда
2018-07-05 21:25:00,-1549.0,Еда
2018-07-05 21:30:00,38261.0,Доходы
2018-07-05 21:30:00,852.0,Доходы
2018-07-07 12:09:00,-21000.0,Подарки
2018-07-07 14:33:00,-1390.0,Компьютер и программы
2018-07-08 23:00:00,-2163.0,Еда
2018-07-08 23:00:00,-690.0,Еда
2018-07-08 23:00:00,-200.0,Еда
2018-07-09 20:53:00,41412.0,Доходы
2018-07-09 20:53:00,-3076.0,Еда
2018-07-10 16:53:00,-1300.0,Еда
2018-07-10 16:53:00,-986.0,Хобби
2018-07-10 17:01:00,986.0,Доходы
2018-07-10 19:28:00,-1214.0,Дом
2018-07-11 17:54:00,-2390.0,Дом
2018-07-11 18:58:00,-500.0,Еда
2018-07-11 18:58:00,-1500.0,Еда
2018-07-11 22:39:00,-700.0,Еда
2018-07-12 14:39:00,-634.0,Подарки
2018-07-12 15:32:00,17500.0,Доходы
2018-07-12 22:31:00,-1682.0,Еда
2018-07-13 16:58:00,-864.0,Еда
2018-07-13 20:12:00,-541.0,Еда
2018-07-13 20:12:00,-35000.0,Дом
2018-07-13 20:12:00,-6080.0,Дом
2018-07-14 21:21:00,-1000.0,Дом
2018-07-15 01:30:00,-2000.0,Обучение
2018-07-16 10:05:00,-1286.0,Еда
2018-07-17 10:05:00,-3258.0,Еда
2018-07-18 19:44:00,308.0,Доходы
2018-07-18 19:44:00,888.0,Доходы
2018-07-20 19:43:00,-3500.0,Одежда и обувь
2018-07-20 19:43:00,-20000.0,Подарки
2018-07-20 22:28:00,-4400.0,Дом
2018-07-20 22:28:00,-447.0,Еда
2018-07-21 22:12:00,-1864.0,Еда
2018-07-22 19:48:00,-546.0,Еда
2018-07-23 15:41:00,-12870.0,Дом
2018-07-25 11:48:00,3807.0,Доходы
2018-07-26 20:48:00,-547.0,Еда
2018-07-26 21:11:00,-660.0,Хобби
2018-07-26 21:20:00,-1765.0,Транспорт
2018-07-27 17:37:00,-240.0,Еда
2018-07-27 21:25:00,-386.0,Обучение
2018-07-27 21:25:00,-345.0,Обучение
2018-07-27 21:25:00,-329.0,Дом
2018-07-27 21:25:00,-329.0,Дом
2018-07-27 21:25:00,-1198.0,Еда
2018-07-27 21:25:00,-1276.0,Еда
2018-07-29 22:48:00,-565.0,Еда
2018-07-29 22:48:00,-649.0,Еда
2018-07-29 22:48:00,-1146.0,Еда
2018-08-01 13:39:00,-32000.0,Путешествия
2018-08-01 13:39:00,13173.0,Доходы
2018-08-01 17:58:00,-3512.0,Еда
2018-08-02 01:16:00,-638.0,Подарки
2018-08-03 10:30:00,-2256.0,Компьютер и программы
2018-08-03 13:39:00,44000.0,Доходы
2018-08-03 16:36:00,-492.0,Еда
2018-08-04 10:40:00,-3000.0,Путешествия
2018-08-04 12:30:00,-767.0,Путешествия
2018-08-04 14:54:00,-700.0,Еда
2018-08-04 14:54:00,-700.0,Здоровье
2018-08-04 19:40:00,-47000.0,Путешествия
2018-08-10 09:55:00,9844.0,Доходы
2018-08-13 10:42:00,-35000.0,Дом
2018-08-13 10:42:00,-7025.0,Дом
2018-08-13 12:10:00,17500.0,Доходы
2018-08-14 15:13:00,-632.0,Путешествия
2018-08-14 22:15:00,-50000.0,Путешествия
2018-08-15 15:02:00,-363.0,Транспорт
2018-08-16 15:27:00,-1497.0,Еда
2018-08-18 12:23:00,1258.0,Доходы
2018-08-18 12:23:00,373.0,Доходы
2018-08-18 12:23:00,-3558.0,Подарки
2018-08-18 12:23:00,1019.0,Доходы
2018-08-18 12:23:00,-1500.0,Интернет и телефон
2018-08-18 14:16:00,-675.0,Еда
2018-08-18 15:24:00,-10776.0,Спорт
2018-08-18 15:24:00,-870.0,Хобби
2018-08-18 15:24:00,-227.0,Транспорт
2018-08-18 15:24:00,-1765.0,Транспорт
2018-08-18 15:24:00,-10500.0,Спорт
2018-08-18 16:29:00,-1683.0,Еда
2018-08-18 21:45:00,-1769.0,Еда
2018-08-19 10:21:00,-558.0,Спорт
2018-08-19 17:14:00,-13600.0,Спорт
2018-08-19 17:25:00,-372.0,Еда
2018-08-19 19:14:00,-1945.0,Хобби
2018-08-20 22:43:00,3160.0,Доходы
2018-08-22 13:34:00,-954.0,Спорт
2018-08-22 16:03:00,-2737.0,Еда
2018-08-23 17:16:00,-1690.0,Комплектующие
2018-08-24 17:16:00,-6668.0,Еда
2018-08-25 17:01:00,289.0,Доходы
2018-08-25 17:01:00,255.0,Доходы
2018-08-26 18:12:00,-1671.0,Еда
2018-08-26 21:04:00,-2192.0,Красота и здоровье
2018-08-26 21:04:00,-1500.0,Здоровье
2018-08-27 10:11:00,-15700.0,Дом
2018-08-29 15:09:00,-1498.0,Еда
2018-08-29 21:37:00,-4600.0,Одежда и обувь
2018-08-30 16:21:00,-520.0,Еда
2018-08-30 20:12:00,-1200.0,Еда
2018-09-03 12:17:00,-690.0,Хобби
2018-09-04 14:20:00,34329.0,Доходы
2018-09-04 14:20:00,55345.0,Доходы
2018-09-04 14:20:00,23517.0,Доходы
2018-09-04 18:53:00,-3472.0,Еда
2018-09-05 15:12:00,33173.0,Доходы
2018-09-05 15:37:00,-25000.0,Подарки
2018-09-07 18:41:00,-590.0,Еда
2018-09-07 18:41:00,1147.0,Доходы
2018-09-07 18:41:00,6320.0,Доходы
2018-09-08 11:26:00,-700.0,Развлечения
2018-09-08 16:51:00,-1050.0,Хобби
2018-09-08 17:58:00,-1117.0,Комплектующие
2018-09-08 19:04:00,-460.0,Еда
2018-09-09 12:09:00,-1765.0,Транспорт
2018-09-09 12:35:00,-1786.0,Дом
2018-09-09 13:28:00,-5786.0,Еда
2018-09-09 13:28:00,-1000.0,Интернет и телефон
2018-09-10 09:23:00,1019.0,Доходы
2018-09-10 20:56:00,36231.0,Доходы
2018-09-11 18:32:00,-2000.0,Обучение
2018-09-12 13:34:00,17500.0,Доходы
2018-09-12 16:43:00,-234.0,Еда
2018-09-12 22:10:00,-300.0,Еда
2018-09-13 12:38:00,-35000.0,Дом
2018-09-13 12:38:00,-6425.0,Дом
2018-09-13 17:19:00,-2373.0,Еда
2018-09-13 22:10:00,-316.0,Еда
2018-09-18 16:44:00,313.0,Доходы
2018-09-18 16:44:00,1119.0,Доходы
2018-09-18 20:09:00,-2669.0,Еда
2018-09-19 17:48:00,-553.0,Еда
2018-09-20 14:03:00,-557.0,Еда
2018-09-20 17:22:00,-1000.0,Хобби
2018-09-20 17:22:00,-1700.0,Транспорт
2018-09-21 19:06:00,-557.0,Еда
2018-09-21 19:06:00,1320.0,Доходы
2018-09-21 19:06:00,1980.0,Доходы
2018-09-22 11:14:00,-150.0,Еда
2018-09-23 11:14:00,-940.0,Хобби
2018-09-24 17:41:00,-2220.0,Еда
2018-09-25 07:47:00,26100.0,Доходы
2018-09-25 08:53:00,-200.0,Транспорт
2018-09-26 12:10:00,-10782.0,Комплектующие
2018-09-26 12:59:00,-323.0,Еда
2018-09-27 11:54:00,-1000.0,Подарки
2018-09-29 12:26:00,-5550.0,Еда
2018-09-29 17:41:00,-20000.0,Спорт
2018-09-29 18:36:00,-2500.0,Хобби
2018-09-30 13:00:00,-240.0,Подарки
2018-09-30 13:00:00,-2149.0,Подарки
2018-10-01 14:16:00,-557.0,Еда
2018-10-01 15:51:00,-2500.0,Хобби
2018-10-01 17:55:00,-8670.0,Комплектующие
2018-10-01 22:04:00,-669.0,Подарки
2018-10-02 08:38:00,-260.0,Еда
2018-10-03 13:03:00,-1765.0,Транспорт
2018-10-03 13:33:00,-790.0,Дом
2018-10-04 12:33:00,2611.0,Доходы
2018-10-05 16:07:00,52027.0,Доходы
2018-10-05 18:25:00,-1922.0,Еда
2018-10-06 13:03:00,23173.0,Доходы
